HTTPClient HTTPClient
net.databinder unfiltered-netty-uploads_2.9.2
net.databinder unfiltered-netty_2.8.1.RC2
net.databinder unfiltered-netty_2.8.1.RC3
net.databinder unfiltered-netty_2.9.0.RC1
net.databinder unfiltered-netty_2.9.0.RC3
net.databinder unfiltered-netty_2.9.1.RC1
net.databinder unfiltered-oauth_2.9.0.RC1
net.databinder unfiltered-oauth_2.9.0.RC3
net.databinder unfiltered-oauth_2.9.1.RC1
net.databinder unfiltered-parent_2.8.0.RC3
net.databinder unfiltered-scalate-demo_2.8.0
net.databinder unfiltered-scalate_2.9.1.RC1
net.databinder unfiltered-scalatest_2.9.1.RC1
net.databinder unfiltered-server_2.8.0.RC3
net.databinder unfiltered-spec_2.7.5
net.databinder unfiltered-spec_2.7.6
net.databinder unfiltered-spec_2.8.1.RC2
net.databinder unfiltered-spec_2.8.1.RC3
net.databinder unfiltered-spec_2.9.0.RC1
net.databinder unfiltered-spec_2.9.0.RC3
net.databinder unfiltered-spec_2.9.1.RC1
net.databinder unfiltered-uploads_2.8.1.RC2
net.databinder unfiltered-uploads_2.8.1.RC3
net.databinder unfiltered-uploads_2.9.0.RC1
net.databinder unfiltered-uploads_2.9.0.RC3
net.databinder unfiltered-uploads_2.9.1.RC1
net.databinder unfiltered-utils_2.8.1.RC3
net.databinder unfiltered-utils_2.8.2
net.databinder unfiltered-utils_2.9.0.RC1
net.databinder unfiltered-utils_2.9.0.RC3
net.databinder unfiltered-utils_2.9.1.RC1
net.databinder unfiltered-web-toolkit_2.8.1.RC2
net.databinder unfiltered-web-toolkit_2.8.1.RC3
net.databinder unfiltered-web-toolkit_2.9.0.RC1
net.databinder unfiltered-web-toolkit_2.9.0.RC3
net.databinder unfiltered-websockets_2.8.1.RC3
net.databinder unfiltered-websockets_2.8.2
net.databinder unfiltered-websockets_2.9.0.RC1
net.databinder unfiltered-websockets_2.9.0.RC3
net.databinder unfiltered-websockets_2.9.1.RC1
net.databinder unfiltered_2.8.0.RC3
net.databinder unfiltered_2.8.0.RC6
net.databinder unfiltered_2.8.1.RC2
net.databinder unfiltered_2.8.1.RC3
net.databinder unfiltered_2.9.0.RC1
net.databinder unfiltered_2.9.0.RC3
net.databinder unfiltered_2.9.1.RC1
net.databinder.dispatch jsoup_2.9.2
net.databinder.giter8 ext-ls_2.9.1
net.databinder.giter8 ls_2.9.1
net.debasishg redisclient_2.8.0
net.debasishg redisclient_2.9.0
net.debasishg redisclient_2.9.0-SNAPSHOT
net.debasishg sjson_2.8.0
net.debasishg sjson_2.9.0.RC3
net.dharwin.common.tools.cli cli
net.dharwin.common.tools.cli cli-api
net.dharwin.common.tools.cli sample-cli-client
net.diibadaaba.zipdiff zipdiff
net.disy.htmlunit htmlunit
net.disy.jquery jquery
net.disy.jquery jquery-parent
net.disy.jquery jquery-ui
net.disy.jquery jquery-ui-custom
net.disy.legato legato-maven-plugin
net.disy.legato legato-project
net.disy.prototype prototype
net.disy.prototype prototype-parent
net.ealden.gradle.plugins gradle-androidannotations-plugin
net.erdfelt.android apk-parser
net.erdfelt.maven graphing-maven-plugin
net.ericaro neoevents
net.ericaro neogrex
net.ermannofranco genericdao-jdbc
net.featurist coypu
net.freeutils.jtnef tnef
net.gleamynode netty2
net.hamnaberg.rest json-collection
net.homeip.yusuke twitter4j-core
net.incongru wiseio
net.innig.sweetxml parent-pom
net.innig.sweetxml sweetxml
net.innig.sweetxml sweetxml-ant
net.innig.sweetxml sweetxml-maven
net.israfil.mojo israfil-maven-tools
net.jakubholy.testing dbunit-express
net.java textile-j
net.java.dev csvio
net.java.dev jvyaml
net.java.dev parent
net.java.dev.ajax4jsf ajax4jsf
net.java.dev.annsor annsor-core
net.java.dev.annsor annsor-project
net.java.dev.appframework appframework
net.java.dev.beansbinding beansbinding
net.java.dev.dunamis dunamis
net.java.dev.flexdock flexdock
net.java.dev.fuse fuse-core
net.java.dev.fuse fuse-swing
net.java.dev.fuse fuse-swt
net.java.dev.gluegen gluegen-rt
net.java.dev.gluegen gluegen-rt-linux-i586
net.java.dev.gluegen gluegen-rt-macosx-universal
net.java.dev.gluegen gluegen-rt-windows-i586
net.java.dev.inflector inflector
net.java.dev.jaxb2-commons fluent-api
net.java.dev.jgoodies binding
net.java.dev.jgoodies forms
net.java.dev.jgoodies looks
net.java.dev.jgoodies validation
net.java.dev.jna platform
net.java.dev.jogl jogl-linux-i586
net.java.dev.jogl jogl-macosx-universal
net.java.dev.jogl jogl-windows-i586
net.java.dev.jsr-275 jsr-275
net.java.dev.laf-widget ant-tasks
net.java.dev.mocquer mocquer
net.java.dev.msv msv-parent
net.java.dev.msv msv-rngconverter
net.java.dev.nimbus nimbus
net.java.dev.richjtable richjtable
net.java.dev.rome rome
net.java.dev.rome rome-fetcher
net.java.dev.scenegraph scenegraph
net.java.dev.swinghelper swinghelper-debug
net.java.dev.textile-j textile-j
net.java.dev.timingframework timingframework
net.java.dev.webdav webdav-interop
net.java.dev.webdav webdav-jaxrs
net.java.dev.xadisk xadisk
net.java.dev.xwork-optional xwork-spring
net.java.excelbundle excelbundle
net.java.hulp.i18n net.java.hulp.i18n
net.java.hulp.i18ntask net.java.hulp.i18ntask
net.java.jogl jogl
net.java.jutils jutils
net.java.loci jsr308
net.java.loci loci
net.java.loci loci-plugin
net.java.quickcheck quickcheck
net.java.quickcheck quickcheck-all
net.java.quickcheck quickcheck-examples
net.java.quickcheck quickcheck-src-generator
net.java.spnego build-tools
net.java.spnego spnego
net.jcip jcip-annotations
net.jini jini-start-examples
net.jini jini-starterkit
net.jsunit jsunit
net.jsunit jsunit-testRunner
net.jxta jxse-shell
net.jxta jxta-jxse
net.lag smile
net.lag smile_2.7.7
net.lag smile_2.8.0
net.liftmodules openid_2.9.2
net.liftmodules widgets_2.9.2
net.liftweb examples-osgi_2.7.7
net.liftweb lift-core
net.liftweb lift-json_2.9.2
net.liftweb lift-testkit_2.9.2
net.liftweb lift-util_2.9.2
net.liftweb lift-wizard_2.9.2
net.lightbody.able able-core
net.lightbody.able able-example
net.lightbody.able able-loggly
net.lo2k SVS
net.lshift.javamail javamail-file-transport
net.minidev asm
net.objectlab mvn-qalab-plugin
net.objectlab.kit.datecalc datecalc-common
net.objectlab.kit.datecalc datecalc-jdk
net.objectlab.kit.datecalc datecalc-joda
net.officefloor.package package
net.robertcollins lsb
net.rootdev JenaJung
net.rootdev java-rdfa-parent
net.rumati.maven.plugins velocity-maven-plugin
net.rumati.sql ezsql
net.rumati.sql sqlblocks
net.sf.a2j a2j
net.sf.aislib aislib
net.sf.aislib.goodies rememberme
net.sf.alchim alchim-codeplus
net.sf.alchim maven-lift-plugin
net.sf.apt-jelly apt-jelly
net.sf.asmock asmock
net.sf.asmock asmock-flexunit1
net.sf.assimilate assimilate
net.sf.asteriskjava asterisk-java
net.sf.barcode4j barcode4j
net.sf.barcode4j barcode4j-fop-ext
net.sf.barcode4j barcode4j-fop-ext-0.20.5
net.sf.barcode4j barcode4j-fop-ext-0.20.5-complete
net.sf.barcode4j barcode4j-fop-ext-complete
net.sf.barcode4j barcode4j-light
net.sf.beanpot beanpot
net.sf.beezle.maven.plugins application
net.sf.beezle.sushi sushi
net.sf.bluecove bluecove-emu
net.sf.bluecove bluecove-gpl
net.sf.blunder blunder
net.sf.buildbox args-inject
net.sf.buildbox changes
net.sf.buildbox keeper
net.sf.buildbox.maven buildbox-bbx-plugin
net.sf.buildbox.maven root-pom
net.sf.buildbox.pom root-pom
net.sf.buildbox.strictlogging strictlogging
net.sf.buildbox.strictlogging strictlogging-api
net.sf.buildbox.strictlogging strictlogging-javalogging
net.sf.buildbox.strictlogging strictlogging-log4j
net.sf.buildbox.strictlogging strictlogging-tests
net.sf.click ajax4click
net.sf.clirr clirr-core
net.sf.cobol2j cobol2j
net.sf.common-util common-util
net.sf.composite composite
net.sf.dbmonster dbmonster-core
net.sf.dnsjava-osgi dnsjava-osgi
net.sf.dobo dobo
net.sf.docbook docbook-xsl-saxon
net.sf.docbook docbook-xsl-webhelpindexer
net.sf.docbook docbook-xsl-xalan
net.sf.doolin javadocking
net.sf.dynpageplus dynpageplus
net.sf.ehcache ehcache-jcache
net.sf.ehcache jcache-tck-runner
net.sf.ehcache oss-parent
net.sf.excha excha
net.sf.falcon falconcore
net.sf.fck-faces fck-faces
net.sf.flatpack flatpack
net.sf.gnasher gnasher
net.sf.grester grester
net.sf.gtools.jms JmsCategory
net.sf.gwt-widget gwt-widgets
net.sf.gwt-widget gwt-widgets-server
net.sf.hammockmocks hammock_core_cldc10
net.sf.hammockmocks hammock_core_cldc11
net.sf.hammockmocks hammock_midp10_cldc10
net.sf.hammockmocks hammock_midp20_cldc10
net.sf.hammockmocks hammock_midp20_cldc11
net.sf.hammockmocks hammockmaker
net.sf.hermesftp hermesftp
net.sf.hibernate hibernate-tools
net.sf.hulp.meas net.sf.hulp.meas.impl
net.sf.hulp.meas net.sf.hulp.meas.itf
net.sf.hulp.meas net.sf.hulp.meas.war
net.sf.jacob-project jacob
net.sf.jalarms jalarms-groovy
net.sf.jalarms jalarms-remote
net.sf.jalarms jalarms-scala
net.sf.jasperreports jasperreports-fonts
net.sf.javamusictag jid3lib
net.sf.jbg.mojo jbg-maven-plugin
net.sf.jcgrid jcgrid
net.sf.jdatabaseimport jdatabaseimport
net.sf.jeceira jeceira
net.sf.jedit-syntax jedit-syntax
net.sf.jexample jexample
net.sf.jfastcgi jfastcgi
net.sf.jfcunit jfcunit
net.sf.jfig jfig
net.sf.jgap jgap
net.sf.jgrapht jgrapht
net.sf.jguard jguard-core
net.sf.jguard jguard-ext
net.sf.jguard jguard-jee
net.sf.jguard jguard-struts-example
net.sf.jipcam jipcam
net.sf.jlogic jlog
net.sf.jodreports jodreports
net.sf.joost joost
net.sf.jpam jpam
net.sf.jped jedit-syntax
net.sf.jped jped
net.sf.jpf jpf
net.sf.jpf jpf-boot
net.sf.jsci jsci
net.sf.jsci lpsolve
net.sf.jsignature.io-tools distribution
net.sf.jtidy jtidy
net.sf.jtreemap jtreemap
net.sf.jwordnet jwnl
net.sf.kosmosfs kfs
net.sf.kxml kxml2-min
net.sf.lastjcl lastjcl
net.sf.lightair light-air
net.sf.logdistiller maven-statcvs-plugin
net.sf.madp maven-assertdepend-plugin
net.sf.maven-properties-enum-plugin maven-properties-enum-plugin
net.sf.maven-sar maven-archetype-sar
net.sf.mavenjython.test python-test-maven-plugin-external
net.sf.mime-util mime-util
net.sf.mmm mmm-util
net.sf.nebular nebular
net.sf.nimrod nimrod-laf
net.sf.offo fop-hyph
net.sf.oval net.sf.oval
net.sf.perf4cdi perf4cdi
net.sf.randomjunit random-jUnit
net.sf.randomjunit random-junit
net.sf.resultsetmapper resultsetmapper
net.sf.retrotranslator retrotranslator-android
net.sf.saxon Saxon-HE
net.sf.saxon saxon-dom
net.sf.saxon saxon-xom
net.sf.scannotation scannotation
net.sf.sdedit sdedit-light
net.sf.seaf.mojo seaf-maven-plugin
net.sf.seam.perf4j seam-perf4j
net.sf.shadesdb shades
net.sf.smc smc
net.sf.sojo sojo
net.sf.springlayout springlayout
net.sf.squirrel-sql maven-utils
net.sf.squirrel-sql squirrelsql-plugins-parent-pom
net.sf.squirrel-sql.thirdparty-non-maven com-fifesoft-autocomplete
net.sf.squirrel-sql.thirdparty-non-maven com-fifesoft-common
net.sf.squirrel-sql.thirdparty-non-maven com-fifesoft-rsyntaxtextarea
net.sf.squirrel-sql.thirdparty-non-maven com-fifesoft-rtext
net.sf.squirrel-sql.thirdparty-non-maven ilf-gpl
net.sf.squirrel-sql.thirdparty-non-maven java-cup
net.sf.squirrel-sql.thirdparty-non-maven metouia
net.sf.squirrel-sql.thirdparty-non-maven napkinlaf
net.sf.squirrel-sql.thirdparty-non-maven nimrodlf
net.sf.squirrel-sql.thirdparty-non-maven oalnf
net.sf.squirrel-sql.thirdparty-non-maven openide
net.sf.squirrel-sql.thirdparty-non-maven openide-loaders
net.sf.squirrel-sql.thirdparty-non-maven org-netbeans-modules-editor
net.sf.squirrel-sql.thirdparty-non-maven org-netbeans-modules-editor-fold
net.sf.squirrel-sql.thirdparty-non-maven org-netbeans-modules-editor-lib
net.sf.squirrel-sql.thirdparty-non-maven org-netbeans-modules-editor-util
net.sf.squirrel-sql.thirdparty-non-maven ostermiller-bte
net.sf.squirrel-sql.thirdparty-non-maven ostermiller-syntax
net.sf.squirrel-sql.thirdparty-non-maven skinlf
net.sf.squirrel-sql.thirdparty-non-maven skinlf-theme-packs
net.sf.squirrel-sql.thirdparty-non-maven substance
net.sf.squirrel-sql.thirdparty-non-maven swingsetthemes
net.sf.squirrel-sql.thirdparty-non-maven tinylaf
net.sf.squirrel-sql.thirdparty-non-maven toniclf
net.sf.squirrel-sql.thirdparty-non-maven treetable
net.sf.squirrel-sql.thirdpary-non-maven openide
net.sf.squirrel-sql.thirdpary-non-maven openide-loaders
net.sf.squirrel-sql.thirdpary-non-maven org-netbeans-modules-editor
net.sf.squirrel-sql.thirdpary-non-maven org-netbeans-modules-editor-fold
net.sf.squirrel-sql.thirdpary-non-maven org-netbeans-modules-editor-lib
net.sf.squirrel-sql.thirdpary-non-maven org-netbeans-modules-editor-util
net.sf.staccatocommons legato-leviathan
net.sf.statsvn statsvn
net.sf.stax stax
net.sf.struts dialogs-rt
net.sf.struts ezwizard-rt
net.sf.sugar.scl scl
net.sf.supercsv super-csv-parent
net.sf.tacos tapdoc
net.sf.tacos tapdoc-maven-plugin
net.sf.tacos tapdoc-project
net.sf.testextensions unit-test-extensions
net.sf.textile4j textile4j
net.sf.tie tie-core
net.sf.tie tie-ext
net.sf.tie tie-parent
net.sf.tinylaf tinylaf
net.sf.triemap triemap
net.sf.uctool uctool
net.sf.uctool uctool-maven-plugin
net.sf.ujac ujac
net.sf.webtestfixtures webtestfixtures
net.sf.xisemele xisemele
net.sf.xqparser xqparser
net.sf.yac-io yac-io
net.smartam.leeloo oauth2-client
net.smartam.leeloo oauth2-dynamicreg-client
net.smartam.leeloo oauth2-dynamicreg-common
net.smartam.leeloo oauth2-dynamicreg-server
net.smartam.leeloo oauth2-httpclient4
net.sourceforge.argparse4clj argparse4clj
net.sourceforge.barbecue barbecue
net.sourceforge.basher basher
net.sourceforge.basher basher-yourkit
net.sourceforge.collections collections-generic
net.sourceforge.csparsej csparsej
net.sourceforge.dita-ot dost
net.sourceforge.f2j arpack_combined_all
net.sourceforge.findbugs jFormatString
net.sourceforge.htmlcleaner htmlcleaner
net.sourceforge.htmlunit webdriver
net.sourceforge.javacsv javacsv
net.sourceforge.javawebparts javawebparts-context
net.sourceforge.javawebparts javawebparts-core
net.sourceforge.javawebparts javawebparts-filter
net.sourceforge.javawebparts javawebparts-listener
net.sourceforge.javawebparts javawebparts-misc
net.sourceforge.javawebparts javawebparts-request
net.sourceforge.javawebparts javawebparts-response
net.sourceforge.javawebparts javawebparts-servlet
net.sourceforge.javawebparts javawebparts-session
net.sourceforge.javawebparts javawebparts-taglib
net.sourceforge.jchardet jchardet
net.sourceforge.jena jena
net.sourceforge.jeuclid ams-fonts
net.sourceforge.jeval jeval
net.sourceforge.jmol jmol
net.sourceforge.jregex jregex
net.sourceforge.jseq jseq
net.sourceforge.jsf-comp acegi-jsf
net.sourceforge.jstags jstags
net.sourceforge.jstags jstags-lib-v1.1
net.sourceforge.jweather jweather
net.sourceforge.kivu4j kivu4j-parent
net.sourceforge.messadmin MessAdmin-ServletStatsGatherer
net.sourceforge.mikha-utils mikha-utils
net.sourceforge.openutils flazr
net.sourceforge.openutils openutils-dbmigration
net.sourceforge.openutils openutils-deployment
net.sourceforge.openutils openutils-log4j
net.sourceforge.openutils openutils-site
net.sourceforge.purrpackage maven-oss-gradle-plugin
net.sourceforge.purrpackage purrpackage-gradle-plugin
net.sourceforge.rafc rafc
net.sourceforge.reb4j net.sourceforge.reb4j
net.sourceforge.rtftemplate rtftemplate
net.sourceforge.saxon saxon
net.sourceforge.thinlet thinlet
net.sourceforge.tuio tuio
net.sourceforge.werken-opt werken-opt
net.sourceforge.wicketwebbeans.databinder.examples wicketwebbeans-databinder-examples
net.sourceforge.wicketwebbeans.examples wicketwebbeans-examples
net.sourceforge.wurfl wall
net.sourceforge.xbis xbis
net.sourceforge.zip64file zip64file
net.sqlind SQLindTest
net.surguy maven-displaylicense-plugin
net.surguy scala-xom
net.surguy specs2-xspec
net.tanesha.recaptcha4j recaptcha4j
net.thegodcode highchair-datastore_2.9.0-1
net.thegodcode highchair-remote_2.9.0-1
net.thegodcode highchair-spec_2.9.0-1
net.thegodcode highchair-util_2.9.0-1
net.thegodcode highchair_2.9.0-1
net.ttddyy datasource-proxy
net.urlrewriter urlrewriter
net.vidageek crawler
net.virtual-void codecs_2.9.1
net.virtual-void scala-enhanced-strings_2.10.0-M3
net.vz.play.statsd play-statsd_2.9.1
net.xp-framework pom
netbeans nbantext
new.wimpi.telnetd telnetd-x
nl.bitwalker UserAgentUtils
nl.cloudfarming.client stock-meta
nl.esi.metis EsiAisParser
nl.fizzit.maven.plugins maven-tstamp-plugin
nl.trivento.albero albero-common
nl.trivento.albero albero-engine
nl.trivento.albero albero-model
nl.trivento.albero albero-parsers-groovy
nl.trivento.albero albero-repositories-classpath
nl.trivento.albero albero-repositories-database
nl.trivento.albero albero-testing
nl.trivento.albero albero-traversal-random
nl.trivento.albero albero-web-proxy
nl.trivento.albero albero-web-servlet
no.arktekk uri-template_2.9.1
no.eirikb gwt-channel-api
no.entitas.gradle.jaxb antextension
no.entitas.gradle.jaxb gradle-jaxb-plugin
nsuml nsmdf
nsuml nsmdf_gen
nsuml nsuml
nsuml nsuml1_4
nu.infinity nectar-bucket
nu.rinu mock-http-server_2.9.1
nz.ac.waikato.cms.moa moa
nz.ac.waikato.cms.weka RBFNetwork
nz.ac.waikato.cms.weka phmm4weka
nz.co.edmi bourbon-gem-jar
nz.net.catalyst icons-core
odmg odmg
ojb ojb-1.0-dev-james
ojdbc ojdbc
oness oness-common
oness oness-common-maven
oness oness-common-model
oness oness-common-webapp-controller
oness oness-common-webapp-taglib
oness oness-common-webapp-view
oness oness-inventory-model
oness oness-order-model
oness oness-party-model
oness oness-user-model
oness oness-user-webapp
open-esb jbi
openejb jaxb-xjc
openejb openejb-assembly
openejb openejb-itests-webapp
openejb-assembly openejb-assembly
openejb-builder openejb-builder
openim openim-users-manager
opennms opennms-joesnmp
opensymphony clickstream
opensymphony oscore
opensymphony osuser
opensymphony osworkflow
opensymphony pell-multipart
opensymphony propertyset
opensymphony quartz-all
oracle.toplink.essentials.agent toplink-essentials-agent
org.99soft fluido-skin
org.abego.treelayout org.abego.treelayout.core
org.abego.treelayout org.abego.treelayout.demo
org.abego.treelayout org.abego.treelayout.netbeans
org.abego.treelayout org.abego.treelayout.netbeans.demo
org.abstractmeta compilation-toolbox
org.acegisecurity acegi-security-sandbox
org.acplt oncrpc
org.agmip simple-json-handler
org.agorava agorava-utils
org.ajax4jsf ajax4jsf-trinidad
org.ajaxanywhere ajaxanywhere
org.ajoberstar gradle-git
org.alfresco.cmis.client alfresco-opencmis-extension
